area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,high_value,cluster
Built-up  Area,Ready To Move,Marathahalli,1156.0,2.0,2.0,52.0,2,4498.269896193771,0,2
Super built-up  Area,Ready To Move,JP Nagar,1250.0,2.0,2.0,60.0,2,4800.0,0,2
Built-up  Area,Ready To Move,Kundalahalli,3092.0,4.0,3.0,230.0,4,7438.551099611902,1,0
Super built-up  Area,Ready To Move,Hegde Nagar,1930.0,4.0,2.0,122.0,3,6321.243523316062,1,0
Built-up  Area,Ready To Move,other,1020.0,2.0,1.0,70.0,2,6862.745098039216,0,0
Super built-up  Area,19-Dec,Jalahalli,612.5,1.0,0.0,27.565,1,4500.408163265306,0,2
Super built-up  Area,Ready To Move,Kothanur,1160.0,2.0,2.0,57.0,2,4913.793103448276,0,2
Built-up  Area,Ready To Move,Lakshminarayana Pura,1720.0,3.0,3.0,150.0,3,8720.93023255814,1,0
Super built-up  Area,18-Jul,Hosur Road,1689.0,3.0,2.0,103.0,3,6098.283007696862,1,0
Super built-up  Area,Ready To Move,Chikkalasandra,1090.0,2.0,1.0,47.42,2,4350.45871559633,0,2
Super built-up  Area,Ready To Move,KR Puram,2000.0,2.0,0.0,75.0,2,3750.0,0,2
Super built-up  Area,Ready To Move,Hebbal,3520.0,5.0,2.0,320.0,3,9090.90909090909,1,3
Super built-up  Area,18-Jun,JP Nagar,1125.0,2.0,2.0,39.98,2,3553.7777777777774,0,2
Built-up  Area,18-Apr,Yelahanka,1847.0,3.0,3.0,92.0,3,4981.050351922036,0,2
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,3450.0,7.0,2.0,225.0,8,6521.739130434783,1,0
Super built-up  Area,Ready To Move,Bellandur,1049.0,2.0,1.0,51.0,2,4861.773117254528,0,2
Super built-up  Area,Ready To Move,Amruthahalli,2650.0,4.0,0.0,175.0,3,6603.773584905661,1,0
Super built-up  Area,18-Dec,Varthur Road,850.0,2.0,1.0,25.4,2,2988.235294117647,0,2
Super built-up  Area,20-Jan,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.213897937025,1,0
Plot  Area,Ready To Move,other,2600.0,5.0,3.0,370.0,5,14230.76923076923,1,1
Super built-up  Area,20-Dec,Jakkur,1282.0,2.0,1.0,72.0,2,5616.224648985959,0,0
Super built-up  Area,Ready To Move,Kalena Agrahara,800.0,2.0,1.0,40.0,2,5000.0,0,2
Plot  Area,Ready To Move,other,1200.0,4.0,2.0,240.0,4,20000.0,1,1
Super built-up  Area,18-May,Magadi Road,1318.0,2.0,1.0,68.0,3,5159.332321699545,0,2
Super built-up  Area,19-Jul,Kanakpura Road,1698.0,2.0,1.0,105.0,2,6183.745583038869,1,0
Super built-up  Area,Ready To Move,other,2030.0,2.0,1.0,182.0,3,8965.51724137931,1,3
Super built-up  Area,17-May,Sarjapur  Road,1881.0,3.0,2.0,145.0,3,7708.665603402445,1,0
Super built-up  Area,Ready To Move,other,2900.0,3.0,2.0,325.0,3,11206.896551724138,1,3
Super built-up  Area,18-Jul,Yelahanka,1890.0,3.0,2.0,109.0,3,5767.195767195767,1,0
Super built-up  Area,20-Dec,Old Madras Road,935.0,2.0,1.0,32.0,2,3422.4598930481284,0,2
Super built-up  Area,Ready To Move,Cox Town,1000.0,2.0,3.0,58.0,2,5800.0,0,0
Super built-up  Area,Ready To Move,Singasandra,1510.0,3.0,2.0,75.0,3,4966.887417218543,0,2
Built-up  Area,Ready To Move,Uttarahalli,1120.0,2.0,1.0,50.0,2,4464.285714285715,0,2
Super built-up  Area,Ready To Move,Ananth Nagar,930.0,2.0,1.0,25.99,2,2794.6236559139784,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2,3389.7110641296686,0,2
Super built-up  Area,Ready To Move,Talaghattapura,1175.0,2.0,2.0,62.0,2,5276.595744680851,0,2
Super built-up  Area,Ready To Move,Malleshwaram,2215.0,3.0,2.0,330.0,3,14898.419864559819,1,1
Super built-up  Area,19-Dec,Anjanapura,1076.0,2.0,1.0,30.13,2,2800.185873605948,0,2
Super built-up  Area,Ready To Move,Kasavanhalli,1715.0,3.0,3.0,112.0,3,6530.6122448979595,1,0
Super built-up  Area,Ready To Move,Hebbal,1072.0,2.0,2.0,45.0,2,4197.761194029851,0,2
Super built-up  Area,Ready To Move,Panathur,1230.0,2.0,1.0,80.0,2,6504.065040650406,0,0
Super built-up  Area,Ready To Move,Murugeshpalya,1600.0,2.0,1.0,65.0,3,4062.5,0,2
Super built-up  Area,18-Dec,Thanisandra,1411.0,3.0,1.0,93.25,3,6608.788093550674,0,0
Built-up  Area,Ready To Move,Rayasandra,3600.0,5.0,3.0,145.0,5,4027.777777777778,1,2
Plot  Area,Ready To Move,Sahakara Nagar,1200.0,4.0,2.0,190.0,4,15833.333333333334,1,1
Plot  Area,18-Apr,Nagarbhavi,1200.0,3.0,2.0,226.0,3,18833.333333333332,1,1
Plot  Area,Ready To Move,Yeshwanthpur,1700.0,5.0,2.0,300.0,5,17647.058823529413,1,1
Super built-up  Area,18-Dec,Haralur Road,1225.0,2.0,1.0,69.84,2,5701.224489795918,0,0
Super built-up  Area,18-Sep,Hebbal,1162.0,2.0,1.0,69.0,2,5938.037865748709,0,0
Super built-up  Area,Ready To Move,Thanisandra,1262.0,2.0,1.0,65.0,3,5150.5546751188585,0,2
Built-up  Area,18-Dec,Electronic City Phase II,1160.0,2.0,1.0,33.51,2,2888.793103448276,0,2
Plot  Area,18-Jul,Channasandra,1500.0,3.0,1.0,61.95,3,4130.0,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,182.0,3,8000.0,1,0
Built-up  Area,Ready To Move,other,1500.0,2.0,0.0,145.0,2,9666.666666666666,1,3
Super built-up  Area,18-Jul,Hosa Road,1170.0,2.0,2.0,65.0,2,5555.555555555556,0,2
Super built-up  Area,20-Dec,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3,5040.758959943781,0,2
Super built-up  Area,Ready To Move,Kaggadasapura,1106.0,2.0,3.0,40.0,2,3616.6365280289333,0,2
Built-up  Area,Ready To Move,Kereguddadahalli,1105.0,2.0,2.0,27.6,2,2497.737556561086,0,2
Super built-up  Area,17-Aug,Babusapalaya,1061.0,2.0,1.0,38.95,2,3671.065032987748,0,2
Super built-up  Area,Ready To Move,Domlur,2100.0,3.0,2.0,145.0,3,6904.761904761905,1,0
Super built-up  Area,Ready To Move,Indira Nagar,1260.0,2.0,3.0,120.0,2,9523.809523809523,1,3
Super built-up  Area,Ready To Move,ITPL,907.0,2.0,0.0,55.43,2,6111.35611907387,0,0
Built-up  Area,Ready To Move,other,2597.0,4.0,3.0,189.0,4,7277.628032345014,1,0
Built-up  Area,Ready To Move,Bellandur,1211.0,2.0,1.0,63.0,2,5202.312138728324,0,2
Super built-up  Area,Ready To Move,Hennur Road,1904.0,3.0,2.0,129.0,3,6775.210084033613,1,0
Built-up  Area,Ready To Move,Hennur,1420.0,2.0,1.0,62.0,2,4366.197183098591,0,2
Super built-up  Area,Ready To Move,Panathur,1125.0,2.0,2.0,45.0,2,4000.0,0,2
Super built-up  Area,Ready To Move,Hulimavu,1021.0,2.0,1.0,76.0,2,7443.682664054848,0,0
Super built-up  Area,18-May,Ananth Nagar,1074.0,2.0,2.0,26.85,2,2500.0,0,2
Super built-up  Area,Ready To Move,Kalena Agrahara,1222.0,2.0,3.0,48.0,2,3927.986906710311,0,2
Super built-up  Area,Ready To Move,Hennur Road,1981.0,3.0,1.0,134.0,3,6764.260474507824,1,0
Built-up  Area,Ready To Move,Yelachenahalli,1103.0,2.0,2.0,55.0,2,4986.400725294651,0,2
Super built-up  Area,Ready To Move,Sarjapur,920.0,2.0,2.0,33.0,2,3586.9565217391305,0,2
Super built-up  Area,17-Nov,Sonnenahalli,1268.0,2.0,1.0,75.0,3,5914.826498422713,0,0
Super built-up  Area,Ready To Move,other,660.0,1.0,0.0,30.0,1,4545.454545454545,0,2
Super built-up  Area,Ready To Move,Harlur,1755.0,3.0,2.0,115.0,3,6552.706552706552,1,0
Super built-up  Area,Ready To Move,Hoskote,945.0,2.0,1.0,35.0,2,3703.703703703704,0,2
Carpet  Area,18-Jul,8th Phase JP Nagar,500.0,1.0,1.0,33.0,1,6600.0,0,0
Built-up  Area,Ready To Move,other,1632.0,3.0,0.0,140.0,4,8578.43137254902,1,0
Super built-up  Area,Ready To Move,Domlur,1276.0,2.0,2.0,80.0,2,6269.592476489028,0,0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2,6355.932203389831,0,0
Super built-up  Area,Ready To Move,other,1370.0,2.0,2.0,87.0,3,6350.36496350365,0,0
Built-up  Area,Ready To Move,Electronic City,1400.0,3.0,1.0,90.0,3,6428.571428571428,0,0
Plot  Area,Ready To Move,Whitefield,1500.0,6.0,3.0,155.0,5,10333.333333333334,1,3
Super built-up  Area,18-Jul,Ramagondanahalli,1251.0,2.0,1.0,46.0,2,3677.0583533173462,0,2
Super built-up  Area,19-Mar,Sarjapur  Road,1346.0,2.0,1.0,67.38,2,5005.94353640416,0,2
Built-up  Area,18-Jul,Electronic City Phase II,1090.0,2.0,1.0,31.48,2,2888.0733944954127,0,2
Super built-up  Area,18-Jul,Rajaji Nagar,7514.0,7.0,2.0,1500.0,5,19962.736225712004,1,1
Super built-up  Area,Ready To Move,Sarjapur  Road,1881.0,3.0,2.0,145.0,3,7708.665603402445,1,0
Super built-up  Area,Ready To Move,Garudachar Palya,1150.0,2.0,2.0,52.0,2,4521.739130434783,0,2
Built-up  Area,Ready To Move,Sarjapur,2690.0,3.0,2.0,295.0,3,10966.542750929368,1,3
Super built-up  Area,Ready To Move,other,2735.0,4.0,2.0,340.0,3,12431.44424131627,1,3
Built-up  Area,Ready To Move,other,950.0,2.0,0.0,65.0,2,6842.105263157895,0,0
Super built-up  Area,19-Jul,Ramamurthy Nagar,1050.0,2.0,1.0,51.66,2,4920.0,0,2
Super built-up  Area,22-Jun,Hoodi,1660.0,3.0,2.0,131.0,3,7891.566265060241,1,0
Super built-up  Area,Ready To Move,Nagavarapalya,1134.0,2.0,2.0,55.0,2,4850.088183421517,0,2
Built-up  Area,Ready To Move,Hebbal,1100.0,2.0,1.0,60.0,2,5454.545454545455,0,2
Plot  Area,Ready To Move,Nagarbhavi,1200.0,4.0,3.0,240.0,4,20000.0,1,1
Plot  Area,Ready To Move,other,980.0,3.0,1.0,80.0,3,8163.265306122449,0,0
Super built-up  Area,Ready To Move,CV Raman Nagar,705.0,2.0,1.0,50.0,1,7092.198581560284,0,0
Super built-up  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,50.0,2,4166.666666666667,0,2
Super built-up  Area,21-Dec,Talaghattapura,1804.0,3.0,2.0,127.0,3,7039.911308203991,1,0
Super built-up  Area,18-May,Battarahalli,1090.0,2.0,2.0,38.37,2,3520.1834862385317,0,2
Plot  Area,Ready To Move,R.T. Nagar,1500.0,2.0,0.0,230.0,2,15333.333333333334,1,1
Built-up  Area,Ready To Move,Electronic City,1287.0,3.0,1.0,55.0,3,4273.504273504273,0,2
Plot  Area,Ready To Move,Kadubeesanahalli,2800.0,4.0,2.0,375.0,4,13392.857142857143,1,3
Super built-up  Area,19-Jul,Hormavu,1263.0,2.0,1.0,47.36,2,3749.802058590657,0,2
Super built-up  Area,Ready To Move,Whitefield,1431.0,3.0,2.0,85.0,3,5939.902166317261,0,0
Super built-up  Area,Ready To Move,Dommasandra,999.0,2.0,2.0,32.9,2,3293.293293293293,0,2
Super built-up  Area,18-Apr,Marathahalli,2524.0,5.0,2.0,180.0,4,7131.537242472266,1,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2095.0,3.0,2.0,150.0,3,7159.904534606205,1,0
Super built-up  Area,18-Jun,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0,0,2
Super built-up  Area,Ready To Move,Kudlu Gate,1215.0,2.0,1.0,44.96,2,3700.411522633745,0,2
Plot  Area,Ready To Move,Yelahanka New Town,2200.0,2.0,0.0,180.0,2,8181.818181818182,1,0
Super built-up  Area,18-May,1st Phase JP Nagar,2077.0,3.0,3.0,175.0,3,8425.613866153106,1,0
Plot  Area,Ready To Move,Sarjapur  Road,2880.0,3.0,2.0,211.0,4,7326.388888888889,1,0
Super built-up  Area,Ready To Move,Dasanapura,708.0,2.0,1.0,31.15,2,4399.717514124294,0,2
Super built-up  Area,Ready To Move,Basavangudi,1200.0,2.0,3.0,120.0,2,10000.0,1,3
Built-up  Area,Ready To Move,Hosakerehalli,925.0,2.0,1.0,46.25,2,5000.0,0,2
Built-up  Area,18-Mar,Bannerghatta Road,2826.0,3.0,1.0,148.0,3,5237.0842179759375,1,2
Carpet  Area,20-Dec,Kanakpura Road,458.0,1.0,0.0,33.66,1,7349.344978165938,0,0
Built-up  Area,Ready To Move,Amruthahalli,1450.0,2.0,1.0,90.0,3,6206.896551724138,0,0
Super built-up  Area,Ready To Move,Kasavanhalli,1100.0,2.0,1.0,65.0,2,5909.090909090909,0,0
Super built-up  Area,Ready To Move,Kadubeesanahalli,1185.0,2.0,3.0,55.0,2,4641.350210970464,0,2
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,1.0,70.0,2,5833.333333333333,0,0
Super built-up  Area,20-Apr,other,660.0,1.0,1.0,35.0,1,5303.030303030303,0,2
Super built-up  Area,Ready To Move,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3,6302.083333333333,1,0
Plot  Area,Ready To Move,Jalahalli,1200.0,2.0,0.0,130.0,2,10833.333333333334,1,3
Built-up  Area,Ready To Move,Sarjapur  Road,3418.0,2.0,2.0,222.0,4,6495.026331187829,1,0
Super built-up  Area,18-Sep,Bhoganhalli,1205.0,2.0,1.0,68.32,2,5669.709543568464,0,0
Super built-up  Area,Ready To Move,Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335,0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,1421.0,2.0,2.0,73.0,3,5137.227304714989,0,2
Super built-up  Area,19-Dec,Whitefield,524.0,1.0,1.0,29.0,1,5534.3511450381675,0,2
Built-up  Area,Ready To Move,HSR Layout,4200.0,5.0,2.0,245.0,5,5833.333333333333,1,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3,5058.823529411765,0,2
Super built-up  Area,18-Apr,Dasarahalli,1333.0,2.0,1.0,86.65,2,6500.375093773443,0,0
Super built-up  Area,Ready To Move,Electronic City,1258.0,2.0,1.0,85.5,2,6796.502384737679,0,0
Super built-up  Area,Ready To Move,other,1458.0,2.0,2.0,87.0,3,5967.078189300411,0,0
Built-up  Area,Ready To Move,Electronic City,1386.0,2.0,1.0,85.0,2,6132.7561327561325,0,0
Built-up  Area,18-Aug,Electronic City Phase II,1140.0,2.0,1.0,32.92,2,2887.719298245614,0,2
Built-up  Area,Ready To Move,Electronic City,550.0,1.0,1.0,27.0,1,4909.090909090909,0,2
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2,6916.666666666667,0,0
Super built-up  Area,Ready To Move,Whitefield,2135.0,3.0,2.0,149.0,4,6978.922716627635,1,0
Super built-up  Area,Ready To Move,other,1178.0,2.0,1.0,80.0,2,6791.171477079796,0,0
Super built-up  Area,Ready To Move,Devarachikkanahalli,991.0,2.0,2.0,40.0,2,4036.326942482341,0,2
Super built-up  Area,Ready To Move,Gottigere,1493.0,2.0,3.0,90.0,3,6028.131279303416,0,0
Super built-up  Area,Ready To Move,Kammasandra,1080.0,2.0,1.0,31.99,2,2962.037037037037,0,2
Super built-up  Area,Ready To Move,Dasanapura,814.0,2.0,1.0,53.0,2,6511.056511056511,0,0
Super built-up  Area,21-Dec,Bannerghatta Road,1115.0,2.0,1.0,61.0,2,5470.85201793722,0,2
Super built-up  Area,Ready To Move,Whitefield,3075.0,2.0,3.0,188.0,4,6113.821138211382,1,0
Super built-up  Area,Ready To Move,Whitefield,1760.0,3.0,2.0,160.0,3,9090.90909090909,1,3
Built-up  Area,Ready To Move,Marathahalli,3090.0,4.0,2.0,350.0,4,11326.860841423948,1,3
Built-up  Area,Ready To Move,other,2700.0,4.0,3.0,295.0,4,10925.925925925925,1,3
Super built-up  Area,20-Dec,Hebbal,4235.0,5.0,3.0,364.0,4,8595.04132231405,1,3
Super built-up  Area,Ready To Move,KR Puram,1100.0,2.0,2.0,45.0,2,4090.909090909091,0,2
Super built-up  Area,Ready To Move,Banashankari,1450.0,2.0,2.0,50.75,2,3500.0,0,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1810.0,3.0,3.0,131.0,3,7237.5690607734805,1,0
Built-up  Area,Ready To Move,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3,8125.0,1,0
Built-up  Area,Ready To Move,Kalyan nagar,1100.0,2.0,1.0,70.0,2,6363.636363636364,0,0
Super built-up  Area,Ready To Move,Electronic City Phase II,650.0,1.0,1.0,35.0,1,5384.615384615385,0,2
Super built-up  Area,18-Dec,Kaikondrahalli,900.0,2.0,1.0,27.0,2,3000.0,0,2
Super built-up  Area,Ready To Move,Billekahalli,1360.0,2.0,3.0,110.0,2,8088.235294117647,1,0
Super built-up  Area,Ready To Move,Yeshwanthpur,674.0,1.0,1.0,36.85,1,5467.359050445104,0,2
Super built-up  Area,18-Jul,Whitefield,1655.0,3.0,2.0,110.0,3,6646.525679758308,1,0
Plot  Area,Ready To Move,other,1300.0,2.0,2.0,95.0,2,7307.692307692308,0,0
Built-up  Area,19-Mar,other,936.0,1.0,0.0,53.0,1,5662.393162393162,0,0
Super built-up  Area,Ready To Move,other,1277.0,2.0,2.0,92.0,2,7204.385277995301,0,0
Super built-up  Area,Ready To Move,Hormavu,1015.0,2.0,1.0,39.08,2,3850.246305418719,0,2
Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,60.0,2,5203.816131830009,0,2
Super built-up  Area,Ready To Move,Kengeri,1035.0,2.0,1.0,51.5,2,4975.84541062802,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1150.0,2.0,1.0,46.0,2,4000.0,0,2
Super built-up  Area,Ready To Move,Malleshwaram,1020.0,2.0,1.0,80.0,2,7843.137254901961,0,0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1160.0,2.0,1.0,95.0,2,8189.6551724137935,0,0
Built-up  Area,Ready To Move,Brookefield,1225.0,2.0,2.0,72.0,2,5877.551020408163,0,0
Plot  Area,Ready To Move,Benson Town,5000.0,5.0,3.0,950.0,4,19000.0,1,1
Plot  Area,Ready To Move,other,1600.0,2.0,1.0,160.0,2,10000.0,1,3
Plot  Area,Ready To Move,Malleshwaram,600.0,1.0,0.0,90.0,2,15000.0,0,1
Super built-up  Area,18-Dec,Channasandra,830.0,2.0,1.0,36.28,2,4371.084337349397,0,2
Super built-up  Area,Ready To Move,Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905,0,0
Super built-up  Area,Ready To Move,Jalahalli,905.0,2.0,2.0,55.0,2,6077.348066298343,0,0
Super built-up  Area,Ready To Move,Kannamangala,957.0,2.0,1.0,55.0,2,5747.126436781609,0,0
Built-up  Area,Ready To Move,9th Phase JP Nagar,890.0,2.0,2.0,45.0,2,5056.179775280899,0,2
Super built-up  Area,Ready To Move,KR Puram,3000.0,4.0,2.0,235.0,4,7833.333333333333,1,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851,0,2
Built-up  Area,Ready To Move,Kammasandra,1415.0,2.0,2.0,60.0,2,4240.282685512368,0,2
Plot  Area,Ready To Move,other,500.0,2.0,0.0,80.0,1,16000.0,0,1
Super built-up  Area,19-Dec,Whitefield,840.0,1.0,1.0,57.0,1,6785.714285714285,0,0
Super built-up  Area,18-Dec,Thanisandra,1732.0,3.0,1.0,112.0,3,6466.512702078522,1,0
Plot  Area,Ready To Move,Parappana Agrahara,1200.0,1.0,0.0,45.0,1,3750.0,0,2
Super built-up  Area,Ready To Move,Bhoganhalli,1260.0,2.0,1.0,69.9,2,5547.619047619049,0,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2,3979.3662490788506,0,2
Super built-up  Area,Ready To Move,Chamrajpet,650.0,1.0,1.0,40.0,2,6153.846153846154,0,0
Super built-up  Area,Ready To Move,Whitefield,1725.0,3.0,2.0,106.0,3,6144.927536231884,1,0
Built-up  Area,Ready To Move,Jalahalli,1000.0,2.0,0.0,70.0,2,7000.0,0,0
Plot  Area,Ready To Move,TC Palaya,1350.0,1.0,0.0,55.0,1,4074.074074074074,0,2
Plot  Area,Ready To Move,7th Phase JP Nagar,3200.0,4.0,2.0,350.0,4,10937.5,1,3
Super built-up  Area,Ready To Move,Bellandur,1717.0,3.0,2.0,110.0,3,6406.523005241701,1,0
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,4.0,3.0,340.0,3,14364.17405999155,1,1
Super built-up  Area,19-Dec,7th Phase JP Nagar,1976.0,3.0,1.0,145.0,3,7338.056680161943,1,0
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,37.01,2,4191.392978482446,0,2
Super built-up  Area,Ready To Move,Yelahanka,700.0,1.0,1.0,38.0,1,5428.571428571428,0,2
Super built-up  Area,19-Dec,Battarahalli,2082.0,3.0,2.0,104.0,3,4995.1969260326605,1,2
Super built-up  Area,Ready To Move,HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457,0,2
Super built-up  Area,Ready To Move,Thanisandra,933.0,2.0,1.0,66.0,2,7073.954983922829,0,0
Built-up  Area,Ready To Move,Electronic City Phase II,1155.0,2.0,1.0,57.0,2,4935.064935064935,0,2
Super built-up  Area,Ready To Move,Bannerghatta,1200.0,2.0,2.0,73.2,2,6100.0,0,0
Super built-up  Area,20-Apr,other,2214.0,3.0,2.0,350.0,3,15808.491418247515,1,1
Super built-up  Area,18-Apr,Devanahalli,658.0,1.0,1.0,26.91,1,4089.665653495441,0,2
Carpet  Area,18-Dec,Bhoganhalli,896.9,2.0,1.0,78.74,2,8779.128107927305,0,0
Plot  Area,Ready To Move,other,4000.0,3.0,2.0,750.0,4,18750.0,1,1
Built-up  Area,Ready To Move,KR Puram,1035.0,2.0,2.0,40.0,2,3864.7342995169083,0,2
Plot  Area,Ready To Move,Whitefield,2064.0,5.0,2.0,225.0,4,10901.162790697674,1,3
Super built-up  Area,Ready To Move,other,1839.0,3.0,3.0,160.0,3,8700.380641653072,1,0
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,44.0,2,3666.6666666666665,0,2
Built-up  Area,Ready To Move,Yelahanka New Town,488.0,1.0,1.0,20.0,1,4098.360655737705,0,2
Built-up  Area,Ready To Move,Banashankari Stage II,1200.0,2.0,1.0,198.0,3,16500.0,1,1
Super built-up  Area,Ready To Move,Hoodi,1225.0,2.0,1.0,45.0,2,3673.469387755102,0,2
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111,0,0
Built-up  Area,Ready To Move,Sompura,825.0,2.0,1.0,32.0,2,3878.787878787879,0,2
Super built-up  Area,Ready To Move,Bellandur,3596.0,4.0,2.0,359.0,4,9983.314794215796,1,3
Super built-up  Area,Ready To Move,Electronic City Phase II,1800.0,3.0,3.0,92.0,3,5111.111111111111,0,2
Super built-up  Area,Ready To Move,other,925.0,2.0,1.0,100.0,2,10810.81081081081,1,3
Super built-up  Area,21-Mar,Kanakpura Road,1167.0,2.0,1.0,63.0,2,5398.457583547558,0,2
Super built-up  Area,Ready To Move,Sarjapur,1150.0,2.0,1.0,41.0,2,3565.217391304348,0,2
Super built-up  Area,18-Aug,other,650.0,1.0,1.0,50.0,1,7692.307692307692,0,0
Built-up  Area,Ready To Move,Sarjapur  Road,675.0,1.0,1.0,27.0,1,4000.0,0,2
Super built-up  Area,18-Apr,other,720.0,1.0,0.0,32.39,1,4498.611111111111,0,2
Plot  Area,Ready To Move,Whitefield,4800.0,4.0,2.0,600.0,3,12500.0,1,3
Super built-up  Area,Ready To Move,Yelahanka New Town,1100.0,2.0,1.0,58.0,2,5272.727272727273,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,1.0,58.0,3,4360.902255639097,0,2
Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,160.0,2,12121.212121212122,1,3
Super built-up  Area,Ready To Move,Ulsoor,1685.0,4.0,2.0,185.0,3,10979.228486646884,1,3
Super built-up  Area,18-Apr,Banashankari,1770.0,3.0,3.0,108.0,3,6101.6949152542375,1,0
Super built-up  Area,Ready To Move,Pai Layout,1000.0,2.0,3.0,42.0,2,4200.0,0,2
Plot  Area,Ready To Move,Ramamurthy Nagar,2916.0,5.0,1.0,230.0,4,7887.517146776406,1,0
Super built-up  Area,Ready To Move,Kodihalli,1400.0,3.0,2.0,81.0,3,5785.714285714285,0,0
Built-up  Area,Ready To Move,Horamavu Agara,750.0,2.0,1.0,37.49,2,4998.666666666667,0,2
Super built-up  Area,Ready To Move,Bannerghatta,1070.0,2.0,1.0,87.0,2,8130.841121495327,0,0
Super built-up  Area,18-Dec,Kannamangala,1536.0,3.0,1.0,107.0,3,6966.145833333333,1,0
Built-up  Area,Ready To Move,Koramangala,1710.0,3.0,2.0,210.0,3,12280.701754385966,1,3
Carpet  Area,Ready To Move,JP Nagar,2400.0,3.0,3.0,196.0,3,8166.666666666667,1,0
Super built-up  Area,18-Mar,Sarjapur  Road,1773.5,2.0,2.0,102.92,3,5803.213983648154,1,0
Super built-up  Area,18-Apr,Electronic City,1342.0,2.0,1.0,72.0,2,5365.126676602086,0,2
Super built-up  Area,Ready To Move,other,1600.0,3.0,2.0,130.0,3,8125.0,1,0
Super built-up  Area,19-Dec,Kanakapura,938.0,1.0,1.0,50.0,1,5330.490405117271,0,2
Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,99.0,3,5439.56043956044,0,2
Super built-up  Area,Ready To Move,Bhoganhalli,2439.0,4.0,3.0,170.0,4,6970.069700697007,1,0
Built-up  Area,Ready To Move,Bommanahalli,1091.0,2.0,1.0,40.0,2,3666.3611365719526,0,2
Super built-up  Area,18-Apr,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0,0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,1720.0,3.0,2.0,224.0,3,13023.255813953489,1,3
Super built-up  Area,18-Jun,JP Nagar,1060.0,2.0,2.0,33.95,2,3202.8301886792456,0,2
Super built-up  Area,Ready To Move,Hebbal,1299.0,2.0,1.0,97.0,2,7467.282525019245,0,0
Super built-up  Area,Ready To Move,Yelahanka,1491.0,3.0,2.0,85.0,3,5700.871898054997,0,0
Built-up  Area,Ready To Move,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2,7083.333333333333,0,0
Built-up  Area,Ready To Move,Yelahanka,2088.0,5.0,0.0,110.0,4,5268.199233716475,1,2
Super built-up  Area,Ready To Move,Hulimavu,581.0,1.0,1.0,29.0,1,4991.394148020654,0,2
Built-up  Area,Ready To Move,Electronic City,1275.0,3.0,1.0,70.0,3,5490.196078431372,0,2
Super built-up  Area,Ready To Move,Kothanur,1095.0,2.0,2.0,55.0,2,5022.83105022831,0,2
Plot  Area,Ready To Move,Sarjapur  Road,10000.0,4.0,2.0,975.0,5,9750.0,1,3
Super built-up  Area,Ready To Move,Old Madras Road,1330.0,2.0,2.0,74.0,2,5563.909774436091,0,2
Super built-up  Area,Ready To Move,Marathahalli,1135.0,2.0,2.0,60.0,2,5286.343612334802,0,2
Super built-up  Area,Ready To Move,Whitefield,516.0,1.0,1.0,39.0,1,7558.139534883721,0,0
